1 1 3 13 34 35 58 
349 42 
350 43 
351 52 
352 6 13 26 39 46 51 
353 9 
354 8 
355 11 26 33 40 41 44 
356 49 
357 6 27 33 49 50 51 
358 26 
359 37 
360 49 
361 1 
362 5 6 9 10 12 29 
363 48 
364 53 
365 19 
366 51 
367 37 
368 11 
369 14 15 20 23 32 40 
370 26 
371 7 9 17 19 38 49 
372 21 
373 32 
374 25 
375 12 
376 12 
377 47 
378 8 15 30 41 46 52 
379 31 32 35 43 45 56 
380 33 
381 18 19 32 43 54 55 
382 17 
383 15 
384 39 
385 18 
386 39 
387 37 
388 33 
389 48 
390 16 
391 30 
392 14 
393 50 
394 13 
395 3 
396 6 19 23 28 31 35 
397 5 
398 6 
399 39 
400 42 
401 38 
402 5 
403 2 4 12 52 53 57 
404 56 
405 35 
406 18 
407 9 
408 37 
409 25 
410 50 
411 6 14 27 28 37 53 
412 12 
413 1 
414 1 47 48 50 54 56 
415 43 
416 15 
417 45 
418 52 
419 27 
420 19 28 40 46 47 56 
421 5 
422 29 
423 15 
424 20 32 34 38 48 50 
425 9 
426 9 
427 4 15 27 29 30 52 
428 40 
429 6 
430 37 
431 58 
432 8 22 28 30 50 55 
433 11 
434 36 
435 51 
436 6 
437 13 
438 8 30 33 37 38 53 
439 24 
440 2 9 23 31 34 48 
441 15 
442 51 
443 55 
444 9 
445 24 
446 25 
447 1 
448 42 
449 11 
450 2 
451 1 12 30 32 37 52 
452 13 27 40 49 50 52 
453 34 
454 8 
455 3 7 24 26 32 36 
456 47 
457 10 
458 34 
459 41 
460 7 16 19 35 39 57 
461 51 
462 28 
463 2 15 19 24 48 56 
464 52 
465 8 
466 53 
467 19 
468 50 
469 5 15 25 26 42 45 
470 3 9 18 29 49 52 
471 34 
472 48 
473 30 
474 14 27 28 35 46 51 
475 18 20 28 29 33 53 
476 16 
477 50 
478 46 
479 16 
480 58 
481 1 2 15 22 43 52 
482 28 
483 21 
484 43 
485 24 
486 26 
487 45 
488 2 18 21 45 48 50 
489 36 
490 38 
491 26 
492 29 
493 5 
494 47 
495 50 
496 37 
497 38 
498 47 
499 57 
500 30 
501 4 18 33 45 47 54 
502 14 
503 4 12 14 37 46 51 
504 23 
505 58 
506 3 
507 14 
508 21 25 27 29 31 33 
509 1 
510 6 27 28 39 47 53 
511 3 
512 41 
513 34 37 39 50 55 57 
514 4 18 23 28 34 52 
515 6 
516 33 
517 27 
518 2 9 22 29 32 42 
519 37 
520 39 
521 16 
522 21 
523 20 24 31 40 41 49 
524 29 
525 55 
526 35 
527 19 
528 27 
529 23 
530 1 
531 13 26 30 35 44 48 
532 6 9 11 25 31 53 
533 52 
534 12 
535 45 
536 35 
537 53 
538 51 
539 45 
540 36 
541 48 
542 20 
543 13 
544 55 
545 52 
546 33 
547 50 
548 21 
549 1 
550 49 
551 31 
552 15 19 34 35 38 53 
553 5 
554 58 
555 5 27 34 36 38 43 
556 55 
557 33 
558 41 
559 37 
560 9 
561 21 
562 11 
563 18 
564 43 
565 40 
566 10 12 28 38 43 44 
567 45 
568 6 15 19 22 38 41 
569 33 
570 31 
571 29 
572 35 
573 50 
574 12 14 19 25 29 49 
575 7 
576 13 
577 11 
578 42 
579 56 
580 2 14 18 24 26 34 
581 14 
582 17 
583 17 18 21 27 29 51 
584 50 
585 44 
586 3 6 11 18 30 39 
587 7 
588 42 
589 43 
590 4 18 22 33 41 51 
591 18 
592 29 
593 26 
594 34 
595 6 
596 16 
597 55 
598 10 20 40 45 53 58 
599 4 
600 13 
601 12 
602 4 9 15 21 34 53 
603 15 
604 1 
605 12 25 26 31 42 54 
606 22 
607 12 
608 47 
609 1 6 33 37 43 52 
610 25 
611 44 
612 50 
613 42 
614 6 24 26 29 36 49 
615 28 
616 23 
617 50 
618 2 
619 15 17 28 30 32 57 
620 44 
621 29 
622 7 
623 9 15 20 23 26 52 
624 7 10 13 15 33 37 
625 23 
626 11 
627 49 
628 5 8 12 21 29 40 
629 20 22 26 37 48 52 
630 34 
631 31 
632 37 
633 23 
634 32 
635 30 
636 7 
637 1 7 18 21 34 57 
638 17 
639 1 3 25 26 33 57 
640 3 
641 24 
642 37 
643 19 26 36 37 53 56 
644 4 
645 12 
646 7 
647 46 
648 24 
649 2 7 22 26 27 43 
650 27 
651 9 
652 14 
653 50 
654 3 4 28 40 52 58 
655 15 
656 6 
657 49 
658 5 7 23 33 37 45 
659 32 
660 37 42 44 45 50 56 
661 50 
662 4 
663 41 
664 57 
665 52 
666 39 
667 46 
668 12 
669 42 
670 9 12 29 42 45 48 
671 1 
672 16 
673 8 18 30 37 41 54 
674 25 
675 56 
676 30 
677 46 
678 17 
679 27 
680 51 
681 25 
682 3 20 32 45 49 57 
683 52 
684 31 
685 4 11 17 20 41 52 
686 1 11 18 28 38 49 
687 26 
688 13 
689 30 
690 39 
691 45 
692 4 
693 3 
694 11 
695 14 25 26 48 57 58 
696 27 
697 40 
698 12 
699 38 
700 24 37 38 42 44 52 
701 42 
702 49 
703 28 
704 19 
705 12 
706 7 
707 21 
708 16 
709 10 14 30 32 34 51 
710 53 
711 40 
712 4 5 10 14 23 53 
713 9 26 28 43 56 57 
714 27 
715 7 20 23 38 44 56 
716 10 
717 1 
718 54 
719 28 
720 50 
721 58 
722 1 9 17 25 30 49 
723 49 
724 54 
725 58 
726 15 
727 7 8 12 31 36 58 
728 31 
729 27 
730 6 
731 16 
732 19 
733 18 
734 25 
735 28 
736 43 
737 21 
738 37 
739 45 
740 29 
741 6 17 25 33 45 56 
742 3 
743 2 
744 38 
745 2 3 14 25 31 32 
746 38 
747 33 
748 35 
749 9 
750 5 13 23 26 45 58 
751 43 
752 12 24 25 28 42 43 
753 29 
754 1 14 25 27 45 48 
755 29 
756 19 29 31 49 54 58 
757 8 
758 47 
759 25 
760 12 16 18 44 49 58 
761 11 
762 35 
763 21 
764 19 
765 5 21 28 49 54 55 
766 38 
767 19 26 31 42 49 55 
768 6 14 15 17 22 24 
769 50 
770 8 
771 2 14 27 39 50 55 
772 54 
773 29 
774 51 
775 11 
776 3 6 8 28 43 58 
777 15 
778 14 26 46 54 56 58 
779 23 
780 7 15 18 39 47 58 
781 48 
782 47 
783 26 
784 43 
785 47 
786 18 
787 38 
788 14 17 33 41 42 43 
789 49 
790 58 
791 17 
792 24 
793 35 
794 21 
795 1 
796 18 31 34 35 49 54 
797 51 
798 6 8 13 15 23 51 
799 6 
800 57 
801 5 
802 1 
803 7 10 23 25 37 48 
804 2 7 12 25 29 51 
805 11 16 19 25 28 35 
806 15 
807 1 14 26 29 34 57 
808 2 7 20 29 33 40 
809 22 
810 4 
811 10 
812 7 21 22 33 35 37 
813 25 
814 11 15 31 34 55 58 
815 39 
816 39 
817 16 
818 5 
819 12 
820 57 
821 22 
822 33 
823 33 36 43 52 55 57 
824 17 
825 17 
826 1 20 31 44 47 58 
827 2 7 14 29 43 48 
828 54 
829 27 
830 43 
831 54 
832 6 16 34 43 44 54 
833 43 
834 2 20 44 48 51 52 
835 51 
836 14 
837 14 23 29 40 48 54 
838 41 
839 50 
840 4 
841 25 
842 22 
843 51 
844 13 
845 6 
846 3 
847 57 
848 43 
849 18 
850 37 
851 39 
852 23 
853 50 
854 2 
855 48 
856 19 
857 58 
858 12 
859 6 
860 34 
861 52 
862 21 
863 5 21 22 24 52 55 
864 20 22 28 35 38 50 
865 37 
866 6 18 31 37 46 52 
867 15 
868 45 
869 25 
870 57 
871 53 
872 21 
873 6 
874 10 18 22 31 37 56 
875 33 
876 39 
877 51 
878 7 
879 31 
880 7 11 14 32 33 35 
881 11 
882 53 
883 29 
884 11 
885 18 
886 33 
887 4 
888 14 22 28 34 40 55 
889 18 
890 38 
891 19 27 37 42 43 44 
892 34 
893 8 
894 18 
895 40 
896 45 
897 58 
898 7 10 30 46 48 58 
899 21 36 37 40 49 54 
900 39 
901 21 
902 11 19 23 44 54 55 
903 16 
904 34 
905 49 
906 7 
907 37 
908 32 
909 1 14 17 24 29 42 
910 18 19 24 35 37 49 
911 38 
912 26 
913 3 
914 52 
915 33 
916 52 
917 2 6 8 15 35 54 
918 25 
919 27 
920 18 
921 23 
922 2 
923 21 
924 1 20 34 40 46 49 
925 2 11 14 16 21 22 
926 11 
927 1 12 13 22 32 49 
928 14 
929 4 
930 6 14 21 33 35 43 
931 52 
932 27 
933 39 
934 6 16 42 43 47 55 
935 45 
936 51 
937 32 
938 28 
939 4 
940 52 
941 6 15 41 45 50 57 
942 3 
943 45 
944 22 
945 33 
946 43 
947 6 
948 34 
949 3 
950 6 
951 29 
952 44 
953 15 18 21 45 48 51 
954 21 
955 48 
956 12 
957 51 
958 1 
959 48 
960 52 
961 1 14 29 33 46 53 
962 55 
963 7 
964 53 
965 9 
966 9 
967 3 34 49 50 53 55 
968 34 
969 15 28 51 52 53 58 
970 14 
971 14 
972 7 12 31 47 48 57 
973 22 25 31 33 43 53 
974 50 
975 12 
976 21 
977 58 
978 22 
979 19 
980 44 
981 26 
982 50 
983 7 11 20 28 46 55 
984 34 
985 11 13 21 25 27 32 
986 50 
987 19 23 25 41 43 44 
988 12 
989 14 
990 2 24 34 43 44 52 
991 1 19 20 40 47 56 
992 50 
993 7 
994 12 
995 25 
996 50 
997 34 
998 2 15 31 33 34 55 
999 50 
1000 6 
